Row,Column,PercIn,PercOut
48,50,0.15665662238049582,0.16050883440624572
63,85,0.17463361183399534,0.15922476373099576
50,76,0.16179290508149569,0.15879674017257908
54,79,0.1990309546637447,0.1579406930557458
52,77,0.14980824544582935,0.15751266949732914
46,60,0.13611149157649638,0.15708464593891247
49,75,0.19004245993699492,0.15580057526366253
42,47,0.1425318449527462,0.15537255170524586
49,77,0.2666586768935762,0.15280441035474593
50,64,0.1904704834954116,0.15152033967949596
59,69,0.12412683194083002,0.15109231612107932
62,68,0.16307697575674565,0.15066429256266264
55,52,0.14210382139432956,0.14938022188741268
54,73,0.15708464593891247,0.14938022188741268
64,74,0.11727845500616355,0.14895219832899603
46,71,0.19560676619641143,0.14895219832899603
55,78,0.16692918778249555,0.14766812765374607
39,58,0.263234488426243,0.14681208053691275
46,69,0.18148198876866184,0.14467196274482946
43,86,0.1318312559923298,0.14338789206957953
58,69,0.14681208053691275,0.1416757978359129
63,74,0.13482742090124641,0.1416757978359129
51,50,0.14081975071907957,0.14039172716066292
52,56,0.1292631146418299,0.14039172716066292
53,75,0.08646075880016435,0.14039172716066292
43,46,0.11599438433091357,0.13996370360224625
50,61,0.09245308861799753,0.1395356800438296
51,69,0.15580057526366253,0.1386796329269963
55,68,0.14338789206957953,0.1386796329269963
45,83,0.13354335022599642,0.137823585810163
62,86,0.2152958498835776,0.13739556225174634
49,68,0.14124777427749624,0.13525544445966306
69,51,0.2580982057252431,0.13482742090124641
48,47,0.12669497329132995,0.13439939734282974
48,72,0.1549445281468292,0.13311532666757978
60,67,0.1720654704834954,0.13311532666757978
49,76,0.20416723736474454,0.13268730310916313
43,69,0.16778523489932887,0.13225927955074646
51,72,0.13696753869332967,0.13225927955074646
55,69,0.14081975071907957,0.13140323243391316
49,70,0.1810539652102452,0.13054718531707984
55,41,0.09673332420216409,0.12883509108341323
47,79,0.0851766881249144,0.1284070675249966
52,85,0.10443774825366389,0.12669497329132995
55,66,0.16650116422407887,0.12669497329132995
60,81,0.12241473770716339,0.12669497329132995
48,62,0.14381591562799617,0.1262669497329133
60,68,0.1836221065607451,0.1262669497329133
69,50,0.15580057526366253,0.12583892617449663
54,52,0.11599438433091357,0.12498287905766334
63,82,0.07875633474866457,0.12369880838241337
34,65,0.12755102040816327,0.12327078482399671
56,86,0.1147103136556636,0.12241473770716339
50,73,0.11043007807149706,0.12241473770716339
46,45,0.14081975071907957,0.12198671414874675
49,71,0.12455485549924669,0.1215586905903301
36,103,0.10572181892891386,0.12070264347349678
70,50,0.039378167374332286,0.1194185727982468
42,91,0.13311532666757978,0.11899054923983016
38,29,0.14938022188741268,0.11899054923983016
43,78,0.12027461991508014,0.11899054923983016
50,72,0.12284276126558005,0.11856252568141351
40,77,0.10657786604574715,0.11856252568141351
45,72,0.1339713737844131,0.11856252568141351
53,73,0.09544925352691412,0.11770647856458019
67,72,0.099301465552664,0.11727845500616355
33,88,0.11727845500616355,0.11727845500616355
52,66,0.10186960690316395,0.11685043144774689
42,85,0.1395356800438296,0.11685043144774689
45,85,0.11214217230516368,0.11642240788933023
59,80,0.13653951513491303,0.11556636077249692
54,72,0.09673332420216409,0.11556636077249692
54,50,0.08303657033283111,0.11513833721408027
56,44,0.07019586358033146,0.1147103136556636
42,64,0.07533214628133132,0.11428229009724696
48,73,0.1519483632379126,0.11428229009724696
25,111,0.08389261744966443,0.11428229009724696
53,74,0.14595603342007943,0.11385426653883031
45,86,0.11171414874674701,0.11385426653883031
58,65,0.1271229968497466,0.11385426653883031
55,73,0.11685043144774689,0.11342624298041364
49,60,0.14338789206957953,0.11342624298041364
51,77,0.099301465552664,0.11299821942199698
56,66,0.1100020545130804,0.11299821942199698
59,90,0.07533214628133132,0.11214217230516368
45,74,0.1100020545130804,0.11171414874674701
54,49,0.09330913573483084,0.11171414874674701
80,14,0.11085810162991372,0.11128612518833036
59,46,0.15323243391316257,0.11128612518833036
54,62,0.09245308861799753,0.11085810162991372
70,110,0.1579406930557458,0.11085810162991372
55,62,0.10786193672099713,0.11085810162991372
68,57,0.14895219832899603,0.11043007807149706
52,71,0.08474866456649774,0.11043007807149706
44,58,0.1579406930557458,0.11043007807149706
50,50,0.1061498424873305,0.1100020545130804
45,80,0.13611149157649638,0.10957403095466374
20,112,0.175061635392412,0.10871798383783042
54,75,0.09459320641008082,0.10828996027941377
49,62,0.10700588960416381,0.10828996027941377
50,69,0.1271229968497466,0.10786193672099713
52,80,0.1091460073962471,0.10743391316258048
55,42,0.07832831119024791,0.10700588960416381
51,73,0.1100020545130804,0.10700588960416381
40,47,0.13568346801807973,0.10657786604574715
55,74,0.12198671414874675,0.10657786604574715
53,56,0.09031297082591426,0.1061498424873305
43,62,0.10786193672099713,0.1061498424873305
44,50,0.0851766881249144,0.10572181892891386
45,67,0.09844541843583071,0.10572181892891386
38,87,0.09801739487741407,0.10529379537049718
55,60,0.09245308861799753,0.10529379537049718
43,58,0.1022976304615806,0.10486577181208054
50,58,0.09844541843583071,0.10400972469524722
48,51,0.09245308861799753,0.10358170113683057
52,70,0.09801739487741407,0.10272565401999727
46,81,0.10743391316258048,0.10272565401999727
55,86,0.07661621695658129,0.10272565401999727
30,87,0.10443774825366389,0.1022976304615806
48,57,0.08688878235858101,0.1014415833447473
9,97,0.09844541843583071,0.1014415833447473
60,86,0.08731680591699767,0.10058553622791398
41,71,0.11043007807149706,0.10015751266949732
62,71,0.09116901794274757,0.09972948911108068
51,58,0.10957403095466374,0.09972948911108068
49,50,0.061635392411998356,0.09972948911108068
46,61,0.1100020545130804,0.09972948911108068
48,63,0.09288111217641419,0.099301465552664
50,75,0.14638405697849607,0.09887344199424736
83,68,0.09459320641008082,0.09844541843583071
41,84,0.10058553622791398,0.09844541843583071
56,76,0.061635392411998356,0.09844541843583071
51,75,0.09972948911108068,0.09801739487741407
55,50,0.08218052321599781,0.0975893713189974
55,54,0.08303657033283111,0.09673332420216409
49,65,0.150236269004246,0.09673332420216409
45,79,0.0736200520476647,0.09673332420216409
50,57,0.09972948911108068,0.09630530064374743
51,76,0.09972948911108068,0.09630530064374743
37,89,0.10358170113683057,0.09587727708533077
72,71,0.13268730310916313,0.09587727708533077
52,67,0.08346459389124777,0.09544925352691412
44,104,0.0937371592932475,0.09544925352691412
50,68,0.09673332420216409,0.09544925352691412
43,87,0.08004040542391452,0.09544925352691412
39,74,0.08175249965758115,0.09544925352691412
54,67,0.099301465552664,0.09502122996849746
56,46,0.09716134776058075,0.09502122996849746
45,87,0.09502122996849746,0.09502122996849746
60,66,0.15451650458841254,0.09459320641008082
30,88,0.09031297082591426,0.09459320641008082
47,77,0.08560471168333104,0.09459320641008082
48,77,0.09502122996849746,0.09459320641008082
61,71,0.09416518285166416,0.09416518285166416
58,70,0.07319202848924804,0.09416518285166416
49,48,0.07618819339816463,0.09416518285166416
46,63,0.09887344199424736,0.09330913573483084
65,74,0.10015751266949732,0.09288111217641419
34,91,0.0813244760991645,0.09288111217641419
63,66,0.10572181892891386,0.09245308861799753
24,102,0.07661621695658129,0.09245308861799753
37,91,0.09887344199424736,0.09202506505958089
70,72,0.06548760443774826,0.09202506505958089
48,70,0.08303657033283111,0.09159704150116423
48,76,0.08260854677441447,0.09159704150116423
43,77,0.11556636077249692,0.09159704150116423
43,85,0.10101355978633066,0.09116901794274757
52,74,0.09202506505958089,0.09116901794274757
46,92,0.12113066703191343,0.09074099438433092
43,68,0.13611149157649638,0.0898849472674976
59,68,0.056927133269415155,0.0898849472674976
50,52,0.08346459389124777,0.08945692370908094
82,69,0.08688878235858101,0.0890289001506643
45,44,0.08346459389124777,0.08860087659224763
35,90,0.08731680591699767,0.08860087659224763
44,47,0.0774722640734146,0.08860087659224763
52,61,0.05949527461991508,0.08860087659224763
42,57,0.12369880838241337,0.08860087659224763
53,64,0.10101355978633066,0.08817285303383099
41,77,0.08175249965758115,0.08774482947541433
58,85,0.07319202848924804,0.08774482947541433
46,82,0.0860327352417477,0.08774482947541433
49,47,0.06634365155458156,0.08731680591699767
42,52,0.0736200520476647,0.08731680591699767
56,61,0.07404807560608136,0.08731680591699767
45,84,0.08688878235858101,0.08731680591699767
32,73,0.09288111217641419,0.08731680591699767
38,75,0.0843206410080811,0.08688878235858101
46,79,0.0697678400219148,0.08688878235858101
53,55,0.08218052321599781,0.08688878235858101
23,113,0.08774482947541433,0.08646075880016435
56,60,0.07618819339816463,0.08646075880016435
67,75,0.13525544445966306,0.08646075880016435
50,70,0.10400972469524722,0.0860327352417477
40,76,0.0642035337624983,0.0860327352417477
68,83,0.12583892617449663,0.0860327352417477
54,61,0.0774722640734146,0.0860327352417477
43,73,0.07190795781399809,0.08560471168333104
13,91,0.0650595808793316,0.08560471168333104
48,69,0.09972948911108068,0.08560471168333104
67,73,0.08004040542391452,0.08474866456649774
53,62,0.09159704150116423,0.08474866456649774
55,77,0.09801739487741407,0.08474866456649774
66,73,0.07490412272291468,0.08474866456649774
48,56,0.07832831119024791,0.0843206410080811
69,70,0.0774722640734146,0.08389261744966443
66,74,0.0937371592932475,0.08389261744966443
42,63,0.0774722640734146,0.08389261744966443
66,71,0.04836666210108204,0.08389261744966443
37,90,0.0937371592932475,0.08389261744966443
49,55,0.08474866456649774,0.08346459389124777
47,75,0.07961238186549788,0.08346459389124777
53,54,0.07147993425558143,0.08346459389124777
73,73,0.12113066703191343,0.08303657033283111
42,46,0.0813244760991645,0.08260854677441447
54,69,0.06206341597041501,0.08260854677441447
36,78,0.08260854677441447,0.08260854677441447
45,90,0.05564306259416518,0.08260854677441447
54,90,0.07233598137241473,0.08218052321599781
50,71,0.08175249965758115,0.08218052321599781
52,76,0.06677167511299821,0.08218052321599781
40,48,0.0975893713189974,0.08218052321599781
50,65,0.06677167511299821,0.08218052321599781
43,72,0.11984659635666348,0.08175249965758115
39,73,0.046226544308998765,0.08175249965758115
60,69,0.12369880838241337,0.08175249965758115
29,87,0.07790028763183127,0.08175249965758115
63,72,0.0890289001506643,0.08175249965758115
54,70,0.0689117929050815,0.08175249965758115
51,65,0.11085810162991372,0.0813244760991645
63,84,0.09587727708533077,0.0813244760991645
46,62,0.05778318038624846,0.0813244760991645
39,90,0.06933981646349816,0.08046842898233118
48,48,0.09716134776058075,0.08046842898233118
39,72,0.05949527461991508,0.08004040542391452
41,76,0.0736200520476647,0.08004040542391452
43,92,0.0860327352417477,0.08004040542391452
53,66,0.08175249965758115,0.08004040542391452
42,74,0.08218052321599781,0.07961238186549788
43,52,0.0851766881249144,0.07961238186549788
44,81,0.08860087659224763,0.07961238186549788
51,66,0.10186960690316395,0.07961238186549788
52,79,0.0736200520476647,0.07961238186549788
77,63,0.10015751266949732,0.07918435830708122
54,53,0.07618819339816463,0.07875633474866457
35,82,0.06077934529516505,0.07875633474866457
55,64,0.10572181892891386,0.07832831119024791
62,72,0.07661621695658129,0.07832831119024791
44,48,0.05649910971099849,0.07790028763183127
69,83,0.0487946856594987,0.07790028763183127
52,68,0.05821120394466511,0.07790028763183127
44,85,0.053502944802081905,0.07790028763183127
51,60,0.05264689768524859,0.07790028763183127
49,73,0.09587727708533077,0.07790028763183127
54,54,0.07661621695658129,0.07790028763183127
52,78,0.14295986851116285,0.0774722640734146
38,27,0.031245719764415834,0.0774722640734146
64,59,0.07961238186549788,0.07704424051499795
69,57,0.09245308861799753,0.07704424051499795
43,82,0.10186960690316395,0.07704424051499795
41,66,0.09159704150116423,0.07661621695658129
41,57,0.07832831119024791,0.07661621695658129
53,61,0.08346459389124777,0.07661621695658129
58,38,0.08046842898233118,0.07661621695658129
67,76,0.05564306259416518,0.07661621695658129
52,72,0.061635392411998356,0.07618819339816463
42,50,0.05307492124366525,0.07576016983974798
43,84,0.06463155732091495,0.07576016983974798
42,62,0.061207368853581696,0.07576016983974798
52,63,0.08774482947541433,0.07533214628133132
43,95,0.07404807560608136,0.07533214628133132
45,82,0.08945692370908094,0.07533214628133132
41,78,0.061635392411998356,0.07533214628133132
61,97,0.05649910971099849,0.07533214628133132
49,61,0.06249143952883167,0.07490412272291468
47,50,0.05521503903574853,0.07490412272291468
43,57,0.07319202848924804,0.07490412272291468
45,64,0.06035132173674839,0.07447609916449802
36,79,0.05863922750308177,0.07447609916449802
57,85,0.07447609916449802,0.07447609916449802
50,125,0.07875633474866457,0.07447609916449802
50,51,0.05264689768524859,0.07447609916449802
62,66,0.038094096699082314,0.07404807560608136
46,56,0.053502944802081905,0.07404807560608136
61,68,0.12327078482399671,0.07404807560608136
60,82,0.0736200520476647,0.07404807560608136
40,92,0.06463155732091495,0.07404807560608136
46,72,0.07062388713874812,0.07404807560608136
42,92,0.0642035337624983,0.07404807560608136
26,87,0.07875633474866457,0.07404807560608136
44,83,0.10400972469524722,0.0736200520476647
49,56,0.06719969867141487,0.0736200520476647
55,58,0.0659156279961649,0.0736200520476647
82,70,0.09972948911108068,0.07276400493083139
51,49,0.07704424051499795,0.07276400493083139
44,71,0.05778318038624846,0.07276400493083139
55,56,0.05649910971099849,0.07276400493083139
37,75,0.026109437063415973,0.07276400493083139
43,106,0.05307492124366525,0.07276400493083139
51,74,0.05992329817833174,0.07233598137241473
37,82,0.07490412272291468,0.07233598137241473
39,76,0.047938638542665384,0.07233598137241473
48,61,0.05607108615258184,0.07190795781399809
48,83,0.05863922750308177,0.07190795781399809
56,67,0.0860327352417477,0.07190795781399809
53,69,0.06805574578824819,0.07190795781399809
64,72,0.05821120394466511,0.07190795781399809
32,94,0.06805574578824819,0.07190795781399809
27,100,0.0697678400219148,0.07190795781399809
67,77,0.07319202848924804,0.07147993425558143
55,51,0.06719969867141487,0.07147993425558143
49,59,0.1061498424873305,0.07105191069716478
55,63,0.04579852075058211,0.07062388713874812
78,71,0.08945692370908094,0.07062388713874812
80,32,0.08688878235858101,0.07019586358033146
40,88,0.053502944802081905,0.07019586358033146
38,72,0.07105191069716478,0.07019586358033146
46,58,0.11342624298041364,0.07019586358033146
20,99,0.07147993425558143,0.07019586358033146
56,65,0.06206341597041501,0.0697678400219148
60,59,0.05564306259416518,0.0697678400219148
49,66,0.050934803451581974,0.0697678400219148
46,83,0.03895014381591563,0.0697678400219148
12,107,0.053502944802081905,0.0697678400219148
48,58,0.06634365155458156,0.0697678400219148
26,96,0.04151828516641556,0.06933981646349816
51,63,0.07490412272291468,0.06933981646349816
49,72,0.0898849472674976,0.06933981646349816
42,69,0.09716134776058075,0.0689117929050815
69,66,0.05564306259416518,0.0689117929050815
56,83,0.056927133269415155,0.0689117929050815
48,52,0.03466990823174908,0.06848376934666484
51,32,0.046226544308998765,0.06848376934666484
45,77,0.07961238186549788,0.06848376934666484
68,67,0.05564306259416518,0.06848376934666484
28,104,0.07704424051499795,0.06848376934666484
47,56,0.05050677989316533,0.06848376934666484
37,78,0.0736200520476647,0.06848376934666484
54,80,0.06548760443774826,0.06805574578824819
44,62,0.06334748664566497,0.06805574578824819
43,53,0.05649910971099849,0.06805574578824819
53,77,0.07576016983974798,0.06805574578824819
43,74,0.06377551020408163,0.06805574578824819
41,72,0.10186960690316395,0.06762772222983153
40,93,0.05607108615258184,0.06762772222983153
42,71,0.08346459389124777,0.06762772222983153
57,75,0.052218874126831946,0.06719969867141487
46,73,0.06077934529516505,0.06719969867141487
27,89,0.06719969867141487,0.06719969867141487
42,44,0.07490412272291468,0.06677167511299821
55,79,0.0697678400219148,0.06677167511299821
45,61,0.09587727708533077,0.06634365155458156
53,50,0.05478701547733187,0.06634365155458156
54,65,0.07276400493083139,0.06634365155458156
57,69,0.0659156279961649,0.06634365155458156
39,57,0.11770647856458019,0.06634365155458156
38,71,0.07447609916449802,0.06634365155458156
67,57,0.07404807560608136,0.0659156279961649
70,75,0.07147993425558143,0.0659156279961649
37,73,0.06377551020408163,0.0659156279961649
35,85,0.061207368853581696,0.0659156279961649
57,65,0.06634365155458156,0.0659156279961649
45,81,0.08004040542391452,0.0659156279961649
48,46,0.0573551568278318,0.06548760443774826
44,77,0.07019586358033146,0.0650595808793316
50,79,0.061207368853581696,0.06463155732091495
38,66,0.04579852075058211,0.06463155732091495
44,63,0.05992329817833174,0.06463155732091495
85,47,0.05649910971099849,0.06463155732091495
49,58,0.07790028763183127,0.0642035337624983
41,89,0.05821120394466511,0.0642035337624983
51,64,0.05863922750308177,0.0642035337624983
67,59,0.10315367757841391,0.0642035337624983
37,85,0.04237433228324887,0.0642035337624983
48,102,0.053930968360498564,0.0642035337624983
47,64,0.07790028763183127,0.06377551020408163
60,83,0.05863922750308177,0.06377551020408163
57,45,0.0843206410080811,0.06334748664566497
68,49,0.07276400493083139,0.06334748664566497
50,66,0.05863922750308177,0.06334748664566497
42,79,0.08817285303383099,0.06334748664566497
39,27,0.04280235584166552,0.06334748664566497
55,67,0.07918435830708122,0.06334748664566497
52,62,0.07019586358033146,0.06334748664566497
40,84,0.046226544308998765,0.06291946308724831
45,55,0.0487946856594987,0.06291946308724831
40,90,0.047938638542665384,0.06249143952883167
55,87,0.05307492124366525,0.06249143952883167
70,66,0.06206341597041501,0.06249143952883167
62,97,0.08303657033283111,0.06249143952883167
63,78,0.0642035337624983,0.06249143952883167
58,73,0.044086426516915495,0.06249143952883167
26,110,0.04066223804958225,0.06249143952883167
64,34,0.0573551568278318,0.06206341597041501
42,73,0.10101355978633066,0.06206341597041501
37,72,0.04665456786741542,0.06206341597041501
41,88,0.04237433228324887,0.06206341597041501
41,30,0.07661621695658129,0.06206341597041501
45,45,0.05863922750308177,0.06206341597041501
51,85,0.05607108615258184,0.061635392411998356
53,88,0.06249143952883167,0.061635392411998356
53,51,0.03681002602383235,0.061635392411998356
63,96,0.04023421449116559,0.061635392411998356
48,53,0.06634365155458156,0.061635392411998356
53,81,0.04451445007533215,0.061207368853581696
60,78,0.05778318038624846,0.061207368853581696
59,71,0.038522120257498974,0.061207368853581696
61,69,0.06291946308724831,0.061207368853581696
55,85,0.05307492124366525,0.061207368853581696
44,73,0.09459320641008082,0.061207368853581696
41,87,0.049650732776332,0.061207368853581696
68,73,0.02953362553074921,0.061207368853581696
47,58,0.06334748664566497,0.06077934529516505
42,90,0.03509793179016573,0.06077934529516505
51,80,0.05007875633474866,0.06077934529516505
47,48,0.05649910971099849,0.06077934529516505
42,28,0.03766607314066566,0.06077934529516505
63,71,0.04579852075058211,0.06077934529516505
41,68,0.0843206410080811,0.06077934529516505
63,73,0.05478701547733187,0.06077934529516505
45,92,0.043658402958498835,0.06077934529516505
49,63,0.0813244760991645,0.06035132173674839
36,74,0.07875633474866457,0.06035132173674839
54,71,0.05264689768524859,0.06035132173674839
50,48,0.049650732776332,0.06035132173674839
56,90,0.06206341597041501,0.06035132173674839
43,39,0.061207368853581696,0.05992329817833174
44,74,0.06548760443774826,0.05992329817833174
66,20,0.0650595808793316,0.05992329817833174
71,69,0.0573551568278318,0.05949527461991508
26,107,0.08688878235858101,0.05949527461991508
30,102,0.05949527461991508,0.05949527461991508
55,82,0.04751061498424873,0.05949527461991508
59,87,0.053502944802081905,0.05949527461991508
56,74,0.06077934529516505,0.05949527461991508
45,34,0.014552800986166278,0.05949527461991508
55,61,0.0736200520476647,0.05949527461991508
37,88,0.03295781399808245,0.05906725106149842
30,85,0.03167374332283249,0.05906725106149842
61,80,0.04451445007533215,0.05906725106149842
47,78,0.04237433228324887,0.05906725106149842
50,53,0.031245719764415834,0.05906725106149842
42,56,0.038522120257498974,0.05906725106149842
55,70,0.053502944802081905,0.05863922750308177
44,84,0.08303657033283111,0.05863922750308177
47,59,0.0487946856594987,0.05863922750308177
47,76,0.07961238186549788,0.05863922750308177
62,67,0.04194630872483222,0.05863922750308177
62,78,0.050934803451581974,0.05863922750308177
35,95,0.08004040542391452,0.05821120394466511
34,93,0.04451445007533215,0.05821120394466511
42,87,0.0487946856594987,0.05821120394466511
56,78,0.043230379400082175,0.05821120394466511
62,69,0.044086426516915495,0.05821120394466511
63,34,0.05649910971099849,0.05821120394466511
75,76,0.05435899191891521,0.05778318038624846
62,87,0.07447609916449802,0.05778318038624846
49,81,0.061635392411998356,0.05778318038624846
39,77,0.05050677989316533,0.05778318038624846
40,83,0.05906725106149842,0.05778318038624846
44,59,0.043658402958498835,0.05778318038624846
53,58,0.061635392411998356,0.0573551568278318
26,104,0.0449424736337488,0.0573551568278318
35,92,0.08688878235858101,0.0573551568278318
69,49,0.043658402958498835,0.0573551568278318
36,91,0.08688878235858101,0.0573551568278318
39,59,0.03424188467333242,0.0573551568278318
60,80,0.0890289001506643,0.0573551568278318
46,44,0.08774482947541433,0.0573551568278318
56,68,0.03980619093274894,0.056927133269415155
61,88,0.051362827009998634,0.056927133269415155
57,62,0.06377551020408163,0.056927133269415155
47,90,0.05307492124366525,0.056927133269415155
45,96,0.05307492124366525,0.056927133269415155
56,43,0.06719969867141487,0.056927133269415155
34,92,0.05992329817833174,0.056927133269415155
58,66,0.056927133269415155,0.056927133269415155
60,38,0.053502944802081905,0.056927133269415155
41,86,0.04708259142583208,0.056927133269415155
44,93,0.05435899191891521,0.05649910971099849
40,73,0.06249143952883167,0.05649910971099849
14,112,0.051790850568415286,0.05607108615258184
44,96,0.047938638542665384,0.05607108615258184
70,51,0.0449424736337488,0.05607108615258184
69,56,0.07576016983974798,0.05607108615258184
48,78,0.06334748664566497,0.05607108615258184
45,30,0.04151828516641556,0.05607108615258184
42,86,0.046226544308998765,0.05607108615258184
41,49,0.036382002465415696,0.05607108615258184
39,62,0.05607108615258184,0.05607108615258184
44,46,0.04537049719216546,0.05607108615258184
40,96,0.030389672647582525,0.05564306259416518
26,103,0.06206341597041501,0.05564306259416518
46,47,0.04194630872483222,0.05564306259416518
73,77,0.05050677989316533,0.05564306259416518
49,57,0.043658402958498835,0.05564306259416518
73,72,0.049650732776332,0.05521503903574853
52,57,0.05264689768524859,0.05521503903574853
27,93,0.0689117929050815,0.05521503903574853
39,80,0.03723804958224901,0.05521503903574853
49,80,0.036382002465415696,0.05521503903574853
34,94,0.04537049719216546,0.05521503903574853
72,72,0.036382002465415696,0.05521503903574853
70,71,0.047938638542665384,0.05521503903574853
54,64,0.08175249965758115,0.05478701547733187
54,58,0.04537049719216546,0.05478701547733187
38,100,0.053930968360498564,0.05478701547733187
58,56,0.049650732776332,0.05478701547733187
31,81,0.049222709217915356,0.05478701547733187
50,63,0.04836666210108204,0.05478701547733187
47,45,0.05949527461991508,0.05478701547733187
56,64,0.0449424736337488,0.05478701547733187
61,82,0.04537049719216546,0.05435899191891521
58,57,0.039378167374332286,0.05435899191891521
43,35,0.04237433228324887,0.05435899191891521
50,60,0.04708259142583208,0.05435899191891521
40,72,0.06035132173674839,0.05435899191891521
69,23,0.04665456786741542,0.05435899191891521
60,39,0.05992329817833174,0.05435899191891521
62,31,0.06377551020408163,0.05435899191891521
80,65,0.05949527461991508,0.053930968360498564
55,75,0.05307492124366525,0.053930968360498564
44,69,0.0689117929050815,0.053930968360498564
32,93,0.05435899191891521,0.053930968360498564
29,85,0.0650595808793316,0.053930968360498564
60,46,0.12070264347349678,0.053930968360498564
58,46,0.04280235584166552,0.053930968360498564
47,63,0.05307492124366525,0.053502944802081905
58,94,0.0449424736337488,0.053502944802081905
43,47,0.03552595534858239,0.053502944802081905
44,41,0.06719969867141487,0.053502944802081905
34,82,0.056927133269415155,0.053502944802081905
52,50,0.06719969867141487,0.053502944802081905
43,37,0.044086426516915495,0.053502944802081905
42,45,0.051362827009998634,0.053502944802081905
51,71,0.05949527461991508,0.05307492124366525
68,72,0.05607108615258184,0.05307492124366525
42,49,0.04751061498424873,0.05307492124366525
48,54,0.05007875633474866,0.05307492124366525
46,93,0.053502944802081905,0.05264689768524859
39,66,0.053930968360498564,0.05264689768524859
50,86,0.04451445007533215,0.05264689768524859
54,91,0.046226544308998765,0.05264689768524859
59,39,0.0659156279961649,0.05264689768524859
74,65,0.05649910971099849,0.05264689768524859
19,91,0.061635392411998356,0.05264689768524859
14,93,0.06677167511299821,0.05264689768524859
57,42,0.038094096699082314,0.05264689768524859
65,34,0.05478701547733187,0.052218874126831946
50,77,0.04237433228324887,0.051790850568415286
44,79,0.06206341597041501,0.051790850568415286
50,82,0.047938638542665384,0.051790850568415286
47,72,0.05778318038624846,0.051790850568415286
35,78,0.07790028763183127,0.051790850568415286
19,95,0.04708259142583208,0.051790850568415286
44,103,0.05050677989316533,0.051790850568415286
22,111,0.05821120394466511,0.051362827009998634
53,53,0.04579852075058211,0.051362827009998634
61,83,0.06463155732091495,0.051362827009998634
58,86,0.05478701547733187,0.051362827009998634
50,88,0.061635392411998356,0.051362827009998634
45,75,0.03895014381591563,0.051362827009998634
45,68,0.06035132173674839,0.051362827009998634
34,81,0.049222709217915356,0.050934803451581974
41,90,0.05521503903574853,0.050934803451581974
56,45,0.06933981646349816,0.050934803451581974
46,66,0.07105191069716478,0.05050677989316533
50,62,0.07447609916449802,0.05050677989316533
45,33,0.052218874126831946,0.05007875633474866
44,67,0.05564306259416518,0.05007875633474866
38,26,0.06762772222983153,0.05007875633474866
53,70,0.0650595808793316,0.05007875633474866
38,74,0.04708259142583208,0.05007875633474866
33,92,0.04451445007533215,0.05007875633474866
44,101,0.04280235584166552,0.05007875633474866
59,35,0.047938638542665384,0.049650732776332
50,54,0.033813861114915765,0.049650732776332
57,59,0.05521503903574853,0.049650732776332
34,104,0.02439734282974935,0.049650732776332
79,65,0.0937371592932475,0.049650732776332
49,85,0.044086426516915495,0.049222709217915356
60,70,0.043230379400082175,0.049222709217915356
38,65,0.05435899191891521,0.049222709217915356
46,41,0.02996164908916587,0.049222709217915356
68,82,0.05992329817833174,0.0487946856594987
61,87,0.04451445007533215,0.0487946856594987
65,67,0.024825366388166,0.0487946856594987
